Time,Smile,AU04,AU02,AU15,Trackerfail,AU18,AU09,negAU12,AU10,Expressive,Unilateral_LAU12,Unilateral_RAU12,AU14,Unilateral_LAU14,Unilateral_RAU14,AU05,AU17,AU26,Forward,Backward
54,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,7.1
54.9,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,7.1
57.3,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,7.1
59.1,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,7.1
60.2,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,7.1
60.5,1,0,0,0,0,0,0,0,0,100,0,0,33.333,33.333,0,0,0,0,0,7.1
61.2,0,0,0,0,0,0,0,0,0,100,0,0,33.333,33.333,0,0,0,0,0,7.1
62.1,0,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,7.1
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,100
1.8,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
2,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,25,0,0,100
2.7,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,50,0,0,100
3,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,50,0,0,100
3.2,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,25,0,0,100
3.3,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,100
6.6,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,100
12.2,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,100
12.5,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,100
12.6,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,100
12.8,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,100
13,1,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,100
13.3,1,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,100
13.6,1,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
15.2,1,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
15.3,1,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
15.6,1,0,0,0,0,0,0,0,0,75,0,0,50,0,0,0,0,0,0,100
15.7,1,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
16.3,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
21.1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
21.2,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
21.7,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
23.3,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
23.9,1,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
24.6,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
25.2,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
25.9,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
27,0,0,0,0,0,0,0,0,0,75,0,0,50,0,0,0,0,0,0,100
27.5,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
27.8,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
29.1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
31.7,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,100
36.9,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,100
41,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,100
41.1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,100
49,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,100
49.4,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,100
49.5,1,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
49.8,1,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,100
50.8,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
61.9,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
62.1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,25,0,0,0,0
1.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
1.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0
1.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0
1.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,0,0,0
2.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,0,0,0
5.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0
8.8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,0,0,0
9.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0
11.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,0,0,0
12.4,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
13.1,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,100,0,0,0,0
14.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,100,0,0,0,0
15.2,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,0
17.6,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,100,0,0,16.667,0
18.1,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,75,0,0,16.667,0
18.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,0
19.5,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,20
20,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,40
20.1,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,20
20.6,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,0
20.8,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,100,0,0,0,0
21.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,100,0,0,0,0
23.2,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
24.1,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,75,0,0,16.667,0
25,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,50,0,0,16.667,0
25.2,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,50,0,0,0,0
25.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
26.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,50,0,0,0,0
27,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,50,0,0,16.667,0
27.2,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,50,0,0,0,0
28.3,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
29,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
29.1,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,0
29.3,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,100,0,0,0,0
31.4,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,0
31.7,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,50,0,0,0,0
35.1,0,0,0,0,25,0,0,0,0,33.333,0,0,0,0,0,75,0,0,0,0
35.9,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
36.1,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
36.4,0,0,0,0,25,0,0,0,0,100,0,0,0,0,0,75,0,0,0,0
36.7,0,0,0,0,25,0,0,0,0,100,0,0,25,0,0,75,0,0,0,0
37.2,0,0,0,0,25,0,0,0,0,100,0,0,25,33.333,0,100,0,0,0,0
37.9,1,0,0,0,25,0,0,0,0,100,0,0,25,33.333,0,100,0,0,0,0
38,1,0,0,0,25,0,0,0,0,100,0,0,50,33.333,0,100,0,0,0,0
38.1,1,0,0,0,25,0,0,0,0,100,0,0,50,33.333,0,100,0,0,0,0
38.8,0,0,0,0,25,0,0,0,0,100,0,0,50,33.333,0,100,0,0,0,0
39,0,0,0,0,25,0,0,0,0,100,0,0,25,33.333,0,100,0,0,0,0
39.2,0,0,0,0,25,0,0,0,0,100,0,0,0,33.333,0,100,0,0,0,0
39.3,0,0,0,0,25,0,0,0,0,66.667,0,0,0,33.333,0,100,0,0,0,0
40.4,0,0,0,0,25,0,0,0,0,66.667,0,0,0,33.333,0,100,0,0,0,0
43.2,0,0,0,0,25,0,0,0,0,66.667,0,0,0,33.333,0,75,0,0,0,0
43.5,0,0,0,0,25,0,0,0,0,66.667,0,0,0,33.333,0,50,0,0,0,0
44.9,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,50,0,0,0,0
45.7,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
47.2,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,100,0,0,0,0
49.3,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
49.4,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,50,0,0,0,0
52.3,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
52.4,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,100,0,0,0,0
52.5,0,0,0,0,25,0,0,0,0,66.667,0,0,0,0,0,75,0,0,0,0
52.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,50,0,0,0,0
52.8,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
5.1,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
22.8,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,33.333,100
23.6,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,66.667,100
23.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,33.333,100
24.3,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
39.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,33.333,0,0,0,0,33.333,0,0,33.333,100,0,0,0,0,0,0
0.2,0,0,0,0,33.333,0,0,0,0,66.667,0,0,33.333,100,0,0,0,0,0,0
0.3,0,0,0,0,33.333,0,0,0,0,66.667,0,0,33.333,66.667,0,0,0,0,0,0
0.5,0,0,0,0,33.333,0,0,0,0,100,0,0,66.667,66.667,0,0,0,0,0,0
0.9,0,0,0,0,33.333,0,0,0,0,100,0,0,100,66.667,0,0,0,0,0,0
1.3,0,0,0,0,33.333,0,0,0,0,100,0,0,66.667,66.667,0,0,0,0,0,0
1.4,0,0,0,0,33.333,0,0,0,0,66.667,0,0,66.667,33.333,0,0,0,0,0,0
1.6,0,0,0,0,33.333,0,0,0,0,66.667,0,0,33.333,33.333,0,0,0,0,0,0
1.7,0,0,0,0,0,0,0,0,0,66.667,0,0,33.333,33.333,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
5.1,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
43.7,0,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,0
43.9,0,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,0
44,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,0
45.1,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,0
45.4,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
46,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,0
48,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
51.9,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
59.7,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,80,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
0.4,0,0,0,0,60,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
1.1,0,0,0,0,60,0,0,0,0,33.333,0,0,0,0,0,0,0,0,25,0
1.7,0,0,0,0,60,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,60,0,0,0,0,33.333,0,0,0,0,0,0,0,0,25,0
2.6,0,0,0,0,60,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
3.2,0,0,0,0,60,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
3.3,0,0,0,0,60,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
3.4,0,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
3.5,0,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,33.333,0,0,0
3.8,1,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,33.333,0,0,0
4,1,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,66.667,0,0,0
4.8,1,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,100,0,0,20
4.9,1,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,100,0,0,40
5,1,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,100,0,0,20
5.2,1,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0
5.3,1,0,0,0,60,0,0,0,0,100,0,0,0,0,0,0,33.333,0,0,0
5.6,1,0,0,0,40,0,0,0,0,100,0,0,0,0,0,0,33.333,0,0,0
5.8,1,0,0,0,40,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,40,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
6.2,1,0,0,0,40,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20
6.6,1,0,0,0,40,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
10.1,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
10.3,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
10.4,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
11.6,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12.5,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
13.6,1,0,0,0,0,0,0,0,0,100,0,16.667,0,0,0,0,0,0,0,0
14.2,1,0,0,0,0,0,0,0,0,100,0,16.667,0,0,20,0,0,0,0,0
14.5,1,0,0,0,0,0,0,0,0,100,0,0,0,0,20,0,0,0,0,0
16.8,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
18.4,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
19.1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
19.6,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
20.5,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
20.7,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
25.2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
29.8,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
30.5,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
34.8,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
36.3,1,0,0,0,0,0,0,0,0,100,0,16.667,0,0,0,0,0,0,0,0
36.4,0,0,0,0,0,0,0,0,0,100,0,16.667,0,0,0,0,0,0,0,0
40.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
49.8,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
50,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
50.1,1,0,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
61.7,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
61.9,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
5.4,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
5.8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
5.9,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
6.2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
14.7,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
18.1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
18.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
21.3,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
22.1,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.7,0,0,50,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
43.3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
49,1,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
49.3,1,0,75,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
49.5,1,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
49.8,1,0,25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
50.2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
62,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
62.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
0,0,0,16.667,0,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0,0,0,0,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
14.5,0,0,0,0,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
18.2,0,0,0,0,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.1,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,66.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
34.2,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.8,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.8,0,0,0,0,50,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
39,0,0,16.667,0,50,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
39.1,0,0,0,0,50,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
39.2,0,0,0,0,50,0,0,0,0,33.333,0,0,0,0,0,20,0,0,0,0
39.3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
41.8,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.2,0,0,16.667,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.1,0,0,0,0,50,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
50.2,0,0,0,0,33.333,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
50.3,1,0,0,0,33.333,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
50.4,1,0,0,0,33.333,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
50.5,1,0,0,0,33.333,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
51.5,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,20,0
51.6,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
51.7,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
52.3,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
52.6,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,20
52.9,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,40
53,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
2,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
12,0,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,100
12.1,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
12.8,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
19.5,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
19.7,0,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,100
19.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
20.4,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
20.6,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
21,0,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,100
21.1,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
26.4,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
28.2,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
36,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
36.2,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
36.3,0,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,100
36.6,0,0,0,0,0,0,0,0,0,33.333,0,0,33.333,0,0,0,0,0,0,100
36.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
37,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
49.1,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,100
49.3,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
49.7,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
49.9,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,100
50,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,100
50.5,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100
51,1,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,100
51.1,0,0,0,0,0,0,0,0,0,100,0,0,33.333,0,0,0,0,0,0,100
51.7,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,75,0,0,0,0,25,0,0,0,0,0,0,0,33.333,33.333,0
0.5,0,0,0,0,100,0,0,0,0,25,0,0,0,0,0,0,0,33.333,33.333,0
0.9,0,0,0,0,100,0,0,0,0,25,0,0,0,0,0,0,0,33.333,100,0
1,0,0,0,0,100,0,0,0,0,25,0,0,0,0,0,0,0,0,66.667,0
1.1,0,0,0,0,75,0,0,0,0,25,0,0,0,0,0,0,0,0,33.333,0
2,0,0,0,0,75,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
2.4,0,0,0,0,75,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,75,0,0,0,0,50,0,0,0,0,0,0,0,33.333,0,0
2.6,0,0,0,0,75,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
3.6,0,0,0,0,75,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
5.7,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.8,0,0,33.333,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.9,0,0,100,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,66.667,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.2,0,0,33.333,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
